model_id,field_id,value,unit,source_name,source_url,observed_at,curated_at,confidence,status,notes,lock_mode
zhipu:glm-4-5,latency_seconds,,seconds_to_first_token,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5,output_price_per_1m,,USD_per_1M_tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5,reasoning_score,,percent,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5,tokens_per_second,,tokens_per_second,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,coding_score,,percent,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,input_price_per_1m,,USD_per_1M_tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,intelligence_score,,index_score,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,latency_seconds,,seconds_to_first_token,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,output_price_per_1m,,USD_per_1M_tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,reasoning_score,,percent,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,tokens_per_second,,tokens_per_second,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:gpt-5.6-sol,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:gpt-5.6-terra,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:gpt-5.6-luna,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
anthropic:claude-fable-5,availability,,text,,,,2026-09-07,,verified,STALE,PREFERRED
anthropic:claude-fable-5,modality,,text,,,,2026-09-07,,verified,STALE,PREFERRED
anthropic:claude-fable-5,open_weight,,boolean,,,,2026-09-07,,verified,STALE,PREFERRED
anthropic:claude-fable-5,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
anthropic:claude-opus-5,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
anthropic:claude-sonnet-5,availability,,text,,,,2026-09-07,,verified,STALE,PREFERRED
anthropic:claude-sonnet-5,modality,,text,,,,2026-09-07,,verified,STALE,PREFERRED
anthropic:claude-sonnet-5,open_weight,,boolean,,,,2026-09-07,,verified,STALE,PREFERRED
anthropic:claude-sonnet-5,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
google:gemini-3.8-flash,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
google:gemini-3.7-flash,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
google:gemini-3.5-flash-lite,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
xai:grok-4.6,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
xai:grok-4.5,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
xai:grok-4.3,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:chatgpt-4o,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
meta:llama-4-maverick,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-medium-3-5,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-medium-3-5,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-small-4,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-small-4,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-small-4,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-large-3,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-large-3,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:mistral-large-3,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:ministral-3-3b,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
mistral:ministral-3-3b,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-a-plus-05-2026,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-a-plus-05-2026,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-a-03-2025,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-r7b-12-2024,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-r7b-12-2024,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
nvidia:nemotron-3-5-lightning-30b-a3b,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
nvidia:nemotron-3-5-lightning-30b-a3b,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
nvidia:llama-3-1-nemotron-nano-8b-v1,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
nvidia:llama-3-1-nemotron-nano-8b-v1,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-2-lite,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-2-lite,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-premier,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-micro,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
moonshot:kimi-k2-6,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
moonshot:kimi-k2-6,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
moonshot:kimi-k2-5,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
moonshot:kimi-k2-5,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
minimax:minimax-m2-7,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
minimax:minimax-m2-5,parameter_count_billions,,billions,,,,2026-09-07,,verified,MISSING,PREFERRED
minimax:minimax-m2-5,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,context_window_tokens,,tokens,,,,2026-09-07,,verified,MISSING,PREFERRED
zhipu:glm-4-5v,release_date,,ISO-8601 date,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:gpt-5.6-sol,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:gpt-5.6-terra,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:gpt-5.6-luna,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
anthropic:claude-fable-5,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
anthropic:claude-opus-5,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
anthropic:claude-sonnet-5,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
google:gemini-3.8-flash,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
google:gemini-3.7-flash,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
google:gemini-3.5-flash-lite,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
xai:grok-4.6,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
xai:grok-4.5,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
xai:grok-4.3,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
openai:chatgpt-4o,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-a-plus-05-2026,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-a-03-2025,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
cohere:command-r7b-12-2024,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-2-lite,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-premier,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
amazon:nova-micro,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
minimax:minimax-m2-7,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
minimax:minimax-m2-5,license_notes,,text,,,,2026-09-07,,verified,MISSING,PREFERRED
